Match info: 392204.yaml
['Royal Challengers Bangalore', 'Kings XI Punjab']
L Balaji {'total runs given': 1679, 'batsman matches played': 10, 'total wickets': 61, 'bowler matches played': 60, 'total balls': 44, 'total runs': 35, 'bowler balls': 1270}
R Bhatia {'total runs given': 1334, 'batsman matches played': 30, 'total wickets': 48, 'bowler matches played': 60, 'total balls': 178, 'total runs': 192, 'bowler balls': 1080}
G Gambhir {'total runs given': 0, 'batsman matches played': 82, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1899, 'total runs': 2311, 'bowler balls': 0}

Match info: 598008.yaml
['Royal Challengers Bangalore', 'Kolkata Knight Riders']
MS Bisla {'total runs given': 0, 'batsman matches played': 33, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 682, 'total runs': 753, 'bowler balls': 0}
G Gambhir {'total runs given': 0, 'batsman matches played': 83, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1901, 'total runs': 2311, 'bowler balls': 0}
JH Kallis {'total runs given': 2077, 'batsman matches played': 85, 'total wickets': 58, 'bowler matches played': 78, 'total balls': 2114, 'total runs': 2236, 'bowler balls': 1595}
YK Pathan {'total runs given': 1237, 'batsman matches played': 82, 'total wickets': 37, 'bowler matches played': 66, 'total balls': 1230, 'total runs': 1762, 'bowler balls': 1038}
MK Tiwary {'total runs given': 45, 'batsman matches played': 53, 'total wickets': 1, 'bowler matches played': 4, 'total balls': 974, 'total runs': 1068, 'bowler balls': 26}
EJG Morgan {'total runs given': 0, 'batsman matches played': 23, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 344, 'total runs': 416, 'bowler balls': 0}
R Bhatia {'total runs given': 1356, 'batsman matches played': 31, 'total wickets': 49, 'bowler matches played': 61, 'total balls': 183, 'total runs': 196, 'bowler balls': 1092}
PJ Sangwan {'total runs given': 914, 'batsman matches played': 8, 'total wickets': 30, 'bowler matches played': 30, 'total balls': 30, 'total runs': 18, 'bowler balls': 687}
R McLaren {'total runs given': 524, 'batsman matches played': 12, 'total wickets': 11, 'bowler matches played': 17, 'total balls': 175, 'total runs': 157, 'bowler balls': 352}
SP Narine {'total runs given': 622, 'batsman matches played': 6, 'total wickets': 39, 'bowler matches played': 28, 'total balls': 24, 'total runs': 28, 'bowler balls': 671}
L Balaji {'total runs given': 1686, 'batsman matches played': 11, 'total wickets': 61, 'bowler matches played': 61, 'total balls': 47, 'total runs': 35, 'bowler balls': 1290}
CH Gayle {'total runs given': 669, 'batsman matches played': 57, 'total wickets': 16, 'bowler matches played': 32, 'total balls': 1587, 'total runs': 2427, 'bowler balls': 501}
MA Agarwal {'total runs given': 0, 'batsman matches played': 23, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 348, 'total runs': 427, 'bowler balls': 0}
V Kohli {'total runs given': 348, 'batsman matches played': 84, 'total wickets': 4, 'bowler matches played': 23, 'total balls': 1856, 'total runs': 2238, 'bowler balls': 245}
AB de Villiers {'total runs given': 0, 'batsman matches played': 65, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1233, 'total runs': 1640, 'bowler balls': 0}
MC Henriques {'total runs given': 305, 'batsman matches played': 13, 'total wickets': 8, 'bowler matches played': 12, 'total balls': 172, 'total runs': 214, 'bowler balls': 207}
RP Singh {'total runs given': 2276, 'batsman matches played': 28, 'total wickets': 84, 'bowler matches played': 77, 'total balls': 78, 'total runs': 52, 'bowler balls': 1773}
JD Unadkat {'total runs given': 607, 'batsman matches played': 2, 'total wickets': 23, 'bowler matches played': 22, 'total balls': 2, 'total runs': 2, 'bowler balls': 466}
M Muralitharan {'total runs given': 1598, 'batsman matches played': 9, 'total wickets': 60, 'bowler matches played': 60, 'total balls': 30, 'total runs': 20, 'bowler balls': 1453}
R Vinay Kumar {'total runs given': 2158, 'batsman matches played': 35, 'total wickets': 82, 'bowler matches played': 75, 'total balls': 264, 'total runs': 287, 'bowler balls': 1594}

Match info: 598016.yaml
['Kings XI Punjab', 'Kolkata Knight Riders']
AC Gilchrist {'total runs given': 0, 'batsman matches played': 79, 'total wickets': 1, 'bowler matches played': 1, 'total balls': 1541, 'total runs': 2062, 'bowler balls': 1}
Mandeep Singh {'total runs given': 0, 'batsman matches played': 36, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 600, 'total runs': 702, 'bowler balls': 0}
M Vohra {'total runs given': 0, 'batsman matches played': 9, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 101, 'total runs': 144, 'bowler balls': 0}
DA Miller {'total runs given': 0, 'batsman matches played': 17, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 316, 'total runs': 496, 'bowler balls': 0}
MS Gony {'total runs given': 1267, 'batsman matches played': 14, 'total wickets': 36, 'bowler matches played': 42, 'total balls': 57, 'total runs': 57, 'bowler balls': 884}
PP Chawla {'total runs given': 2256, 'batsman matches played': 48, 'total wickets': 84, 'bowler matches played': 86, 'total balls': 357, 'total runs': 390, 'bowler balls': 1788}
DJ Hussey {'total runs given': 433, 'batsman matches played': 56, 'total wickets': 6, 'bowler matches played': 24, 'total balls': 990, 'total runs': 1194, 'bowler balls': 299}
Azhar Mahmood {'total runs given': 644, 'batsman matches played': 19, 'total wickets': 26, 'bowler matches played': 21, 'total balls': 302, 'total runs': 382, 'bowler balls': 507}
P Kumar {'total runs given': 2329, 'batsman matches played': 43, 'total wickets': 63, 'bowler matches played': 81, 'total balls': 258, 'total runs': 289, 'bowler balls': 1881}
Gurkeerat Singh {'total runs given': 0, 'batsman matches played': 12, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 151, 'total runs': 194, 'bowler balls': 0}
P Awana {'total runs given': 758, 'batsman matches played': 5, 'total wickets': 30, 'bowler matches played': 25, 'total balls': 14, 'total runs': 5, 'bowler balls': 603}
JH Kallis {'total runs given': 2107, 'batsman matches played': 86, 'total wickets': 58, 'bowler matches played': 79, 'total balls': 2133, 'total runs': 2252, 'bowler balls': 1621}
EJG Morgan {'total runs given': 0, 'batsman matches played': 24, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 349, 'total runs': 418, 'bowler balls': 0}
G Gambhir {'total runs given': 0, 'batsman matches played': 84, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1947, 'total runs': 2370, 'bowler balls': 0}
YK Pathan {'total runs given': 1237, 'batsman matches played': 83, 'total wickets': 37, 'bowler matches played': 66, 'total balls': 1247, 'total runs': 1789, 'bowler balls': 1038}
MK Tiwary {'total runs given': 45, 'batsman matches played': 54, 'total wickets': 1, 'bowler matches played': 4, 'total balls': 990, 'total runs': 1091, 'bowler balls': 26}
R Bhatia {'total runs given': 1366, 'batsman matches played': 32, 'total wickets': 49, 'bowler matches played': 62, 'total balls': 191, 'total runs': 209, 'bowler balls': 1099}
MS Bisla {'total runs given': 0, 'batsman matches played': 34, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 688, 'total runs': 754, 'bowler balls': 0}
SP Narine {'total runs given': 639, 'batsman matches played': 7, 'total wickets': 39, 'bowler matches played': 29, 'total balls': 25, 'total runs': 29, 'bowler balls': 695}
DB Das {'total runs given': 0, 'batsman matches played': 21, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 264, 'total runs': 303, 'bowler balls': 0}
SMSM Senanayake {'total runs given': 183, 'batsman matches played': 3, 'total wickets': 7, 'bowler matches played': 7, 'total balls': 15, 'total runs': 9, 'bowler balls': 171}
L Balaji {'total runs given': 1719, 'batsman matches played': 11, 'total wickets': 62, 'bowler matches played': 62, 'total balls': 47, 'total runs': 35, 'bowler balls': 1313}

Match info: 597998.yaml
['Kolkata Knight Riders', 'Delhi Daredevils']
DA Warner {'total runs given': 0, 'batsman matches played': 52, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1037, 'total runs': 1351, 'bowler balls': 0}
DPMD Jayawardene {'total runs given': 0, 'batsman matches played': 77, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1465, 'total runs': 1736, 'bowler balls': 0}
MC Juneja {'total runs given': 0, 'batsman matches played': 6, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 125, 'total runs': 117, 'bowler balls': 0}
NV Ojha {'total runs given': 0, 'batsman matches played': 52, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 819, 'total runs': 952, 'bowler balls': 0}
J Botha {'total runs given': 690, 'batsman matches played': 23, 'total wickets': 23, 'bowler matches played': 28, 'total balls': 323, 'total runs': 348, 'bowler balls': 612}
IK Pathan {'total runs given': 2375, 'batsman matches played': 70, 'total wickets': 76, 'bowler matches played': 85, 'total balls': 894, 'total runs': 1063, 'bowler balls': 1878}
AD Russell {'total runs given': 206, 'batsman matches played': 3, 'total wickets': 1, 'bowler matches played': 6, 'total balls': 34, 'total runs': 54, 'bowler balls': 123}
S Nadeem {'total runs given': 707, 'batsman matches played': 7, 'total wickets': 19, 'bowler matches played': 28, 'total balls': 22, 'total runs': 10, 'bowler balls': 633}
UBT Chand {'total runs given': 0, 'batsman matches played': 11, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 196, 'total runs': 180, 'bowler balls': 0}
A Nehra {'total runs given': 1485, 'batsman matches played': 10, 'total wickets': 58, 'bowler matches played': 52, 'total balls': 53, 'total runs': 39, 'bowler balls': 1161}
UT Yadav {'total runs given': 1290, 'batsman matches played': 12, 'total wickets': 41, 'bowler matches played': 44, 'total balls': 47, 'total runs': 32, 'bowler balls': 967}
MS Bisla {'total runs given': 0, 'batsman matches played': 35, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 689, 'total runs': 754, 'bowler balls': 0}
G Gambhir {'total runs given': 0, 'batsman matches played': 85, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1986, 'total runs': 2430, 'bowler balls': 0}
JH Kallis {'total runs given': 2132, 'batsman matches played': 87, 'total wickets': 61, 'bowler matches played': 80, 'total balls': 2139, 'total runs': 2253, 'bowler balls': 1645}
MK Tiwary {'total runs given': 45, 'batsman matches played': 55, 'total wickets': 1, 'bowler matches played': 4, 'total balls': 998, 'total runs': 1092, 'bowler balls': 26}
EJG Morgan {'total runs given': 0, 'batsman matches played': 25, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 388, 'total runs': 465, 'bowler balls': 0}
YK Pathan {'total runs given': 1237, 'batsman matches played': 84, 'total wickets': 37, 'bowler matches played': 66, 'total balls': 1265, 'total runs': 1802, 'bowler balls': 1038}
B Lee {'total runs given': 1085, 'batsman matches played': 19, 'total wickets': 23, 'bowler matches played': 37, 'total balls': 102, 'total runs': 124, 'bowler balls': 891}
L Balaji {'total runs given': 1758, 'batsman matches played': 11, 'total wickets': 63, 'bowler matches played': 63, 'total balls': 47, 'total runs': 35, 'bowler balls': 1339}
SP Narine {'total runs given': 672, 'batsman matches played': 8, 'total wickets': 42, 'bowler matches played': 30, 'total balls': 28, 'total runs': 30, 'bowler balls': 720}
R Bhatia {'total runs given': 1398, 'batsman matches played': 33, 'total wickets': 49, 'bowler matches played': 63, 'total balls': 197, 'total runs': 225, 'bowler balls': 1123}
LR Shukla {'total runs given': 362, 'batsman matches played': 30, 'total wickets': 14, 'bowler matches played': 21, 'total balls': 320, 'total runs': 374, 'bowler balls': 262}

Match info: 598062.yaml
['Chennai Super Kings', 'Delhi Daredevils']
M Vijay {'total runs given': 0, 'batsman matches played': 62, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1265, 'total runs': 1569, 'bowler balls': 0}
MEK Hussey {'total runs given': 0, 'batsman matches played': 44, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1361, 'total runs': 1665, 'bowler balls': 0}
MS Dhoni {'total runs given': 0, 'batsman matches played': 83, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1597, 'total runs': 2185, 'bowler balls': 0}
RA Jadeja {'total runs given': 1088, 'batsman matches played': 61, 'total wickets': 39, 'bowler matches played': 55, 'total balls': 892, 'total runs': 1081, 'bowler balls': 896}
SK Raina {'total runs given': 718, 'batsman matches played': 94, 'total wickets': 21, 'bowler matches played': 45, 'total balls': 2034, 'total runs': 2795, 'bowler balls': 604}
DJ Bravo {'total runs given': 1848, 'batsman matches played': 54, 'total wickets': 77, 'bowler matches played': 71, 'total balls': 782, 'total runs': 948, 'bowler balls': 1414}
MM Sharma {'total runs given': 305, 'batsman matches played': 2, 'total wickets': 18, 'bowler matches played': 14, 'total balls': 5, 'total runs': 0, 'bowler balls': 286}
JO Holder {'total runs given': 134, 'batsman matches played': 0, 'total wickets': 2, 'bowler matches played': 5, 'total balls': 0, 'total runs': 0, 'bowler balls': 101}
R Ashwin {'total runs given': 1537, 'batsman matches played': 19, 'total wickets': 62, 'bowler matches played': 64, 'total balls': 126, 'total runs': 93, 'bowler balls': 1437}
JA Morkel {'total runs given': 2071, 'batsman matches played': 58, 'total wickets': 72, 'bowler matches played': 74, 'total balls': 591, 'total runs': 827, 'bowler balls': 1571}
UBT Chand {'total runs given': 0, 'batsman matches played': 12, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 197, 'total runs': 180, 'bowler balls': 0}
J Botha {'total runs given': 713, 'batsman matches played': 24, 'total wickets': 24, 'bowler matches played': 29, 'total balls': 329, 'total runs': 355, 'bowler balls': 634}
DA Warner {'total runs given': 0, 'batsman matches played': 53, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1057, 'total runs': 1372, 'bowler balls': 0}
BJ Rohrer {'total runs given': 12, 'batsman matches played': 7, 'total wickets': 0, 'bowler matches played': 1, 'total balls': 139, 'total runs': 189, 'bowler balls': 7}
RE van der Merwe {'total runs given': 496, 'batsman matches played': 14, 'total wickets': 20, 'bowler matches played': 20, 'total balls': 128, 'total runs': 145, 'bowler balls': 436}
UT Yadav {'total runs given': 1315, 'batsman matches played': 12, 'total wickets': 41, 'bowler matches played': 45, 'total balls': 47, 'total runs': 32, 'bowler balls': 987}
A Nehra {'total runs given': 1505, 'batsman matches played': 11, 'total wickets': 59, 'bowler matches played': 53, 'total balls': 54, 'total runs': 39, 'bowler balls': 1179}
S Kaul {'total runs given': 135, 'batsman matches played': 0, 'total wickets': 4, 'bowler matches played': 5, 'total balls': 0, 'total runs': 0, 'bowler balls': 108}
KM Jadhav {'total runs given': 0, 'batsman matches played': 18, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 206, 'total runs': 244, 'bowler balls': 0}
V Sehwag {'total runs given': 236, 'batsman matches played': 78, 'total wickets': 6, 'bowler matches played': 15, 'total balls': 1408, 'total runs': 2174, 'bowler balls': 138}
IK Pathan {'total runs given': 2390, 'batsman matches played': 71, 'total wickets': 76, 'bowler matches played': 86, 'total balls': 901, 'total runs': 1067, 'bowler balls': 1890}

Match info: 729279.yaml
['Mumbai Indians', 'Kolkata Knight Riders']
G Gambhir {'total runs given': 0, 'batsman matches played': 86, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 2015, 'total runs': 2471, 'bowler balls': 0}
JH Kallis {'total runs given': 2155, 'batsman matches played': 88, 'total wickets': 61, 'bowler matches played': 81, 'total balls': 2160, 'total runs': 2276, 'bowler balls': 1665}
MK Pandey {'total runs given': 0, 'batsman matches played': 44, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 850, 'total runs': 945, 'bowler balls': 0}
YK Pathan {'total runs given': 1237, 'batsman matches played': 85, 'total wickets': 37, 'bowler matches played': 66, 'total balls': 1282, 'total runs': 1820, 'bowler balls': 1038}
SA Yadav {'total runs given': 0, 'batsman matches played': 1, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 4, 'total runs': 0, 'bowler balls': 0}
RV Uthappa {'total runs given': 0, 'batsman matches played': 86, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1649, 'total runs': 1972, 'bowler balls': 0}
Shakib Al Hasan {'total runs given': 380, 'batsman matches played': 10, 'total wickets': 23, 'bowler matches played': 15, 'total balls': 100, 'total runs': 120, 'bowler balls': 343}
R Vinay Kumar {'total runs given': 2195, 'batsman matches played': 35, 'total wickets': 84, 'bowler matches played': 76, 'total balls': 264, 'total runs': 287, 'bowler balls': 1618}
M Morkel {'total runs given': 1249, 'batsman matches played': 17, 'total wickets': 45, 'bowler matches played': 41, 'total balls': 85, 'total runs': 117, 'bowler balls': 1000}
SP Narine {'total runs given': 685, 'batsman matches played': 8, 'total wickets': 46, 'bowler matches played': 31, 'total balls': 28, 'total runs': 30, 'bowler balls': 744}
PP Chawla {'total runs given': 2284, 'batsman matches played': 49, 'total wickets': 84, 'bowler matches played': 87, 'total balls': 366, 'total runs': 401, 'bowler balls': 1806}
AP Tare {'total runs given': 0, 'batsman matches played': 9, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 125, 'total runs': 173, 'bowler balls': 0}
MEK Hussey {'total runs given': 0, 'batsman matches played': 45, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1388, 'total runs': 1691, 'bowler balls': 0}
AT Rayudu {'total runs given': 0, 'batsman matches played': 60, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1109, 'total runs': 1349, 'bowler balls': 0}
RG Sharma {'total runs given': 423, 'batsman matches played': 92, 'total wickets': 14, 'bowler matches played': 28, 'total balls': 1978, 'total runs': 2513, 'bowler balls': 324}
CJ Anderson {'total runs given': 0, 'batsman matches played': 0, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 0, 'total runs': 0, 'bowler balls': 0}
KA Pollard {'total runs given': 1287, 'batsman matches played': 55, 'total wickets': 51, 'bowler matches played': 56, 'total balls': 746, 'total runs': 1059, 'bowler balls': 986}
Harbhajan Singh {'total runs given': 1969, 'batsman matches played': 52, 'total wickets': 77, 'bowler matches played': 80, 'total balls': 376, 'total runs': 546, 'bowler balls': 1757}
CM Gautam {'total runs given': 0, 'batsman matches played': 3, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 37, 'total runs': 44, 'bowler balls': 0}
Z Khan {'total runs given': 1881, 'batsman matches played': 19, 'total wickets': 70, 'bowler matches played': 63, 'total balls': 108, 'total runs': 99, 'bowler balls': 1466}
SL Malinga {'total runs given': 1926, 'batsman matches played': 16, 'total wickets': 103, 'bowler matches played': 73, 'total balls': 85, 'total runs': 73, 'bowler balls': 1786}
PP Ojha {'total runs given': 1991, 'batsman matches played': 16, 'total wickets': 85, 'bowler matches played': 77, 'total balls': 37, 'total runs': 12, 'bowler balls': 1651}

Match info: 733971.yaml
['Chennai Super Kings', 'Kolkata Knight Riders']
BB McCullum {'total runs given': 0, 'batsman matches played': 48, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1046, 'total runs': 1239, 'bowler balls': 0}
DR Smith {'total runs given': 404, 'batsman matches played': 33, 'total wickets': 11, 'bowler matches played': 23, 'total balls': 653, 'total runs': 857, 'bowler balls': 288}
SK Raina {'total runs given': 718, 'batsman matches played': 95, 'total wickets': 21, 'bowler matches played': 45, 'total balls': 2046, 'total runs': 2802, 'bowler balls': 604}
MS Dhoni {'total runs given': 0, 'batsman matches played': 84, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1632, 'total runs': 2243, 'bowler balls': 0}
RA Jadeja {'total runs given': 1088, 'batsman matches played': 62, 'total wickets': 39, 'bowler matches played': 55, 'total balls': 910, 'total runs': 1105, 'bowler balls': 896}
BW Hilfenhaus {'total runs given': 242, 'batsman matches played': 0, 'total wickets': 14, 'bowler matches played': 9, 'total balls': 0, 'total runs': 0, 'bowler balls': 215}
IC Pandey {'total runs given': 50, 'batsman matches played': 1, 'total wickets': 1, 'bowler matches played': 2, 'total balls': 2, 'total runs': 0, 'bowler balls': 25}
MM Sharma {'total runs given': 327, 'batsman matches played': 2, 'total wickets': 20, 'bowler matches played': 15, 'total balls': 5, 'total runs': 0, 'bowler balls': 311}
R Ashwin {'total runs given': 1556, 'batsman matches played': 19, 'total wickets': 64, 'bowler matches played': 65, 'total balls': 126, 'total runs': 93, 'bowler balls': 1462}
G Gambhir {'total runs given': 0, 'batsman matches played': 87, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 2024, 'total runs': 2471, 'bowler balls': 0}
RV Uthappa {'total runs given': 0, 'batsman matches played': 87, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1651, 'total runs': 1973, 'bowler balls': 0}
MK Pandey {'total runs given': 0, 'batsman matches played': 45, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 905, 'total runs': 1009, 'bowler balls': 0}
YK Pathan {'total runs given': 1237, 'batsman matches played': 86, 'total wickets': 37, 'bowler matches played': 66, 'total balls': 1286, 'total runs': 1824, 'bowler balls': 1038}
JH Kallis {'total runs given': 2178, 'batsman matches played': 89, 'total wickets': 61, 'bowler matches played': 82, 'total balls': 2206, 'total runs': 2348, 'bowler balls': 1683}
SA Yadav {'total runs given': 0, 'batsman matches played': 2, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 9, 'total runs': 13, 'bowler balls': 0}
AD Russell {'total runs given': 230, 'batsman matches played': 4, 'total wickets': 1, 'bowler matches played': 7, 'total balls': 42, 'total runs': 58, 'bowler balls': 142}
PP Chawla {'total runs given': 2299, 'batsman matches played': 49, 'total wickets': 85, 'bowler matches played': 88, 'total balls': 366, 'total runs': 401, 'bowler balls': 1825}
Shakib Al Hasan {'total runs given': 409, 'batsman matches played': 11, 'total wickets': 24, 'bowler matches played': 16, 'total balls': 103, 'total runs': 121, 'bowler balls': 367}
SP Narine {'total runs given': 709, 'batsman matches played': 8, 'total wickets': 50, 'bowler matches played': 32, 'total balls': 28, 'total runs': 30, 'bowler balls': 768}
R Vinay Kumar {'total runs given': 2210, 'batsman matches played': 35, 'total wickets': 84, 'bowler matches played': 77, 'total balls': 264, 'total runs': 287, 'bowler balls': 1630}

Match info: 734031.yaml
['Mumbai Indians', 'Delhi Daredevils']
MEK Hussey {'total runs given': 0, 'batsman matches played': 46, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1401, 'total runs': 1694, 'bowler balls': 0}
LMP Simmons {'total runs given': 0, 'batsman matches played': 0, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 0, 'total runs': 0, 'bowler balls': 0}
RG Sharma {'total runs given': 423, 'batsman matches played': 93, 'total wickets': 14, 'bowler matches played': 28, 'total balls': 1998, 'total runs': 2540, 'bowler balls': 324}
AT Rayudu {'total runs given': 0, 'batsman matches played': 61, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1149, 'total runs': 1397, 'bowler balls': 0}
AP Tare {'total runs given': 0, 'batsman matches played': 10, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 147, 'total runs': 197, 'bowler balls': 0}
S Gopal {'total runs given': 0, 'batsman matches played': 0, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 0, 'total runs': 0, 'bowler balls': 0}
KA Pollard {'total runs given': 1306, 'batsman matches played': 56, 'total wickets': 51, 'bowler matches played': 57, 'total balls': 755, 'total runs': 1065, 'bowler balls': 998}
M de Lange {'total runs given': 108, 'batsman matches played': 0, 'total wickets': 3, 'bowler matches played': 3, 'total balls': 0, 'total runs': 0, 'bowler balls': 64}
Harbhajan Singh {'total runs given': 1994, 'batsman matches played': 53, 'total wickets': 77, 'bowler matches played': 81, 'total balls': 378, 'total runs': 546, 'bowler balls': 1775}
PP Ojha {'total runs given': 2027, 'batsman matches played': 16, 'total wickets': 85, 'bowler matches played': 78, 'total balls': 37, 'total runs': 12, 'bowler balls': 1675}
JJ Bumrah {'total runs given': 74, 'batsman matches played': 0, 'total wickets': 3, 'bowler matches played': 2, 'total balls': 0, 'total runs': 0, 'bowler balls': 45}
KP Pietersen {'total runs given': 218, 'batsman matches played': 21, 'total wickets': 7, 'bowler matches played': 13, 'total balls': 458, 'total runs': 634, 'bowler balls': 180}
M Vijay {'total runs given': 0, 'batsman matches played': 63, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1289, 'total runs': 1600, 'bowler balls': 0}
KD Karthik {'total runs given': 0, 'batsman matches played': 81, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1438, 'total runs': 1741, 'bowler balls': 0}
JP Duminy {'total runs given': 386, 'batsman matches played': 38, 'total wickets': 10, 'bowler matches played': 22, 'total balls': 839, 'total runs': 978, 'bowler balls': 329}
MK Tiwary {'total runs given': 45, 'batsman matches played': 56, 'total wickets': 1, 'bowler matches played': 4, 'total balls': 1021, 'total runs': 1115, 'bowler balls': 26}
KM Jadhav {'total runs given': 0, 'batsman matches played': 19, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 210, 'total runs': 246, 'bowler balls': 0}
WD Parnell {'total runs given': 496, 'batsman matches played': 11, 'total wickets': 20, 'bowler matches played': 18, 'total balls': 78, 'total runs': 61, 'bowler balls': 411}
S Kaul {'total runs given': 172, 'batsman matches played': 1, 'total wickets': 4, 'bowler matches played': 6, 'total balls': 9, 'total runs': 7, 'bowler balls': 133}
JD Unadkat {'total runs given': 641, 'batsman matches played': 2, 'total wickets': 23, 'bowler matches played': 23, 'total balls': 2, 'total runs': 2, 'bowler balls': 490}
S Nadeem {'total runs given': 729, 'batsman matches played': 8, 'total wickets': 21, 'bowler matches played': 29, 'total balls': 30, 'total runs': 14, 'bowler balls': 657}
Imran Tahir {'total runs given': 0, 'batsman matches played': 0, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 0, 'total runs': 0, 'bowler balls': 0}

Match info: 729311.yaml
['Sunrisers Hyderabad', 'Chennai Super Kings']
S Dhawan {'total runs given': 72, 'batsman matches played': 67, 'total wickets': 4, 'bowler matches played': 6, 'total balls': 1559, 'total runs': 1851, 'bowler balls': 49}
AJ Finch {'total runs given': 67, 'batsman matches played': 23, 'total wickets': 1, 'bowler matches played': 5, 'total balls': 468, 'total runs': 579, 'bowler balls': 44}
KL Rahul {'total runs given': 0, 'batsman matches played': 2, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 16, 'total runs': 20, 'bowler balls': 0}
Y Venugopal Rao {'total runs given': 322, 'batsman matches played': 46, 'total wickets': 6, 'bowler matches played': 18, 'total balls': 799, 'total runs': 914, 'bowler balls': 210}
DJG Sammy {'total runs given': 169, 'batsman matches played': 9, 'total wickets': 8, 'bowler matches played': 9, 'total balls': 136, 'total runs': 174, 'bowler balls': 138}
KV Sharma {'total runs given': 235, 'batsman matches played': 8, 'total wickets': 11, 'bowler matches played': 13, 'total balls': 92, 'total runs': 86, 'bowler balls': 211}
DA Warner {'total runs given': 0, 'batsman matches played': 54, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1096, 'total runs': 1416, 'bowler balls': 0}
DW Steyn {'total runs given': 1731, 'batsman matches played': 25, 'total wickets': 77, 'bowler matches played': 69, 'total balls': 120, 'total runs': 123, 'bowler balls': 1682}
B Kumar {'total runs given': 742, 'batsman matches played': 18, 'total wickets': 24, 'bowler matches played': 31, 'total balls': 114, 'total runs': 93, 'bowler balls': 666}
A Mishra {'total runs given': 1956, 'batsman matches played': 35, 'total wickets': 95, 'bowler matches played': 76, 'total balls': 292, 'total runs': 275, 'bowler balls': 1703}
I Sharma {'total runs given': 1688, 'batsman matches played': 14, 'total wickets': 51, 'bowler matches played': 59, 'total balls': 46, 'total runs': 37, 'bowler balls': 1345}
DR Smith {'total runs given': 404, 'batsman matches played': 34, 'total wickets': 11, 'bowler matches played': 23, 'total balls': 664, 'total runs': 873, 'bowler balls': 288}
BB McCullum {'total runs given': 0, 'batsman matches played': 49, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1086, 'total runs': 1295, 'bowler balls': 0}
MS Dhoni {'total runs given': 0, 'batsman matches played': 85, 'total wickets': 0, 'bowler matches played': 0, 'total balls': 1649, 'total runs': 2265, 'bowler balls': 0}
RA Jadeja {'total runs given': 1100, 'batsman matches played': 63, 'total wickets': 43, 'bowler matches played': 56, 'total balls': 920, 'total runs': 1122, 'bowler balls': 920}
